gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Woman,Senior Adult,Wisconsin,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Nebraska,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Illinois,Urban,White,High,Middle Income,None,Republican,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Ohio,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Pennsylvania,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Illinois,Rural,White,High,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Texas,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Georgia,Rural,White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,North Dakota,Urban,White,High,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,New York,Urban,White,Medium,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Kansas,Rural,White,High,,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Mexico,Urban,White,Medium,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Missouri,Rural,White,High,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Massachusetts,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Louisiana,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Connecticut,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Alabama,Urban,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Low,Low Income,Center,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Virginia,Rural,White,High,Middle Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Illinois,Rural,Non-White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,New York,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Georgia,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Kansas,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,California,Rural,Non-White,Medium,Middle Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Michigan,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,,Georgia,Urban,Non-White,High,,None,Independent,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Idaho,Urban,White,Low,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Woman,Adult,Virginia,Urban,White,Medium,High Income,Center,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Indiana,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Young Adult,Florida,Urban,Non-White,Medium,Middle Income,None,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Florida,Rural,Non-White,Medium,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Michigan,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Oregon,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Florida,Urban,White,High,High Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Indiana,Urban,White,High,Middle Income,Center,Republican,Religious,Not very interested,Donald Trump,Always legal
Woman,Adult,North Carolina,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Not at all interested,Howie Hawkins,Legal only in specific cases
Man,Senior Adult,Kansas,Urban,Non-White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always illegal
Man,Senior Adult,Utah,Rural,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,,Florida,Rural,White,High,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Pennsylvania,Urban,White,Medium,,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Maryland,Urban,White,Low,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Maryland,Urban,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,District of Columbia,Rural,Non-White,Medium,Low Income,None,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Massachusetts,Urban,White,Medium,,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Florida,Urban,Non-White,Medium,High Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Illinois,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Maryland,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Mississippi,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always illegal
Man,Senior Adult,Ohio,Rural,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Minnesota,Urban,White,Medium,Middle Income,Right,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Maryland,Rural,White,Medium,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Woman,,Ohio,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,South Carolina,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Wisconsin,Rural,Non-White,High,Middle Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Indiana,Rural,White,High,Middle Income,Right,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,High,Middle Income,None,Democrat,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Michigan,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Nebraska,Urban,White,Medium,Middle Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Minnesota,Urban,White,Medium,Low Income,Center,Independent,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,North Carolina,Urban,White,Medium,Low Income,None,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Massachusetts,Rural,White,High,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Maryland,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,Low,Low Income,Center,Democrat,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,,Rural,Non-White,High,High Income,Right,Independent,Religious,Very interested,Donald Trump,Always legal
Man,Senior Adult,,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Texas,Rural,Non-White,Medium,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Texas,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Florida,Rural,Non-White,Medium,Low Income,None,Democrat,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Adult,Louisiana,Urban,White,High,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,Indiana,Urban,White,High,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,California,Urban,White,Medium,High Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Massachusetts,Rural,White,Medium,High Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Ohio,Urban,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Maryland,Rural,White,High,High Income,Center,Republican,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,Connecticut,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,New York,Rural,White,High,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Pennsylvania,Rural,White,Medium,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Virginia,Rural,Non-White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Michigan,Rural,White,High,High Income,Center,Republican,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,Connecticut,Rural,White,High,Low Income,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,New York,Rural,Non-White,High,High Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,,Middle Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Michigan,Urban,White,Medium,,Right,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Young Adult,Tennessee,Urban,Non-White,Medium,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,,,Rural,,High,,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Arkansas,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,North Carolina,Urban,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Idaho,Rural,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Idaho,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Illinois,Urban,White,Medium,Low Income,Right,Independent,Not Religious,Not at all interested,Donald Trump,Always legal
Woman,Senior Adult,Pennsylvania,Rural,White,Medium,Low Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Young Adult,Washington,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Minnesota,Urban,White,High,,Right,Independent,Not Religious,Not at all interested,Donald Trump,Legal only in specific cases
Man,Young Adult,California,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Adult,Arizona,Rural,White,Medium,High Income,Right,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Maine,Rural,White,High,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Kansas,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Texas,Urban,Non-White,Medium,Low Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,,Urban,Non-White,Medium,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always illegal
Woman,Senior Adult,Massachusetts,Rural,White,High,High Income,Right,Independent,Religious,Very interested,Donald Trump,Always legal
Man,Adult,Washington,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,Indiana,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,White,Medium,Low Income,None,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Illinois,Rural,White,Medium,Low Income,None,Independent,Not Religious,Not at all interested,Donald Trump,Always legal
Man,Adult,Kansas,Urban,White,High,Low Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Always illegal
Woman,Adult,Nebraska,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,California,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Kentucky,Urban,White,,Middle Income,Left,Democrat,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Pennsylvania,Urban,Non-White,High,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Kentucky,Rural,White,High,High Income,Center,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Michigan,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,New York,Rural,Non-White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,,Urban,Non-White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
